aladdin_id,permid,issuer_name,exclusion_list,ovr_list,affected_portfolio_str,affected_benchmark_str
,4296329653,William Hill Finance Ltd,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
,4295876566,Nippon Resibon Corp,['str_006_sec'],,[],[]
R57153,4295928142,Western Resources Capital II,['scs_002_ec'],,[],[]
,4298484830,Paladin Capital Ltd,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec']",,[],[]
R85535,4296689344,PCCW-HKT Capital Ltd,['scs_002_ec'],,[],[]
,4295879203,Takcel Co Ltd,['str_001_s'],,[],[]
R17150,4295893521,BSH Ev Aletleri Sanayi ve Ticaret AS,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
C71387,4297192971,Caterpillar Finance KK,['scs_002_ec'],"{'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4295890949,Winterthur Technologie AG Zug,['scs_001_sec'],,[],[]
,4295876551,Ohtori Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
H01720,5037645143,Brookfield Infrastructure Finance ULC,"['str_004_asec', 'scs_002_ec']",,[],[]
C12959,4295868246,Saft Groupe SAS,"['str_003_ec', 'str_003b_ec']","{'str_003_ec': 'OK', 'str_003b_ec': 'OK', 'str_004_asec': 'EXCLUDED', 'cs_003_sec': 'EXCLUDED', 'scs_002_ec': 'OK'}",[],[]
R56735,5000032198,UDS Capital I,['str_004_asec'],,[],[]
,4297675941,Itabo Finance SA,"['str_004_asec', 'scs_002_ec']",,[],[]
,4296004977,Control Securities Finance Consecfin BV,['str_004_asec'],,[],[]
F84325,4295887433,Medi-Flex Pte Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
F00114,5000682539,EvrazHolding Finans OOO,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,5001197778,Rushydro Finance Ltd,['scs_002_ec'],,[],[]
,4296543412,Gas Natural Finance BV,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
R51112,4296310166,EIX Trust I,['str_004_asec'],{'str_004_asec': 'OK'},[],[]
,4295860579,Afexa Life Sciences Inc,['str_001_s'],,[],[]
R51052,4295955970,Duke Capital Financing Trust II,"['str_004_asec', 'scs_002_ec']",,[],[]
R66876,4296742754,Givaudan Finance SA,['str_005_ec'],,[],[]
,4295859366,Powerfin SA,['scs_001_sec'],,[],[]
,5000046161,Matahari International Finance Co BV,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
,4296989544,Man Financial Services Ltd,"['str_001_s', 'str_004_asec', 'scs_001_sec']",,[],[]
R52204,4296480776,Gulf Power Capital Trust II,"['str_004_asec', 'scs_002_ec']",,[],[]
D28710,5000006863,AI Finance BV,['scs_002_ec'],,[],[]
R59770,4296530942,Southern Company Capital Funding Inc,['scs_001_sec'],{'scs_001_sec': 'OK'},[],[]
,5000001565,NRG Peaker Finance Company LLC,['scs_002_ec'],,[],[]
R79370,4298202542,Autopistas Aumar SACE,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
C71394,4296927291,Delphi Trust I,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_006_sec': 'EXCLUDED', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
R57156,4295955710,Western Resources Capital I,['scs_002_ec'],,[],[]
R77446,4298106912,Autopista Vasco Aragonesa Concesionaria Espanola SA,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R54135,4296134497,Motorola Capital Trust I,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec', 'scs_001_sec']",,[],[]
,5000913301,Nonggongshang Real Estate Group Ltd,['str_001_s'],,[],[]
,5001106533,SBP DPR Finance Co,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
F14591,4295864572,Tunghsu Optoelectronic Technology Co Ltd,['str_006_sec'],,[],[]
,4295877445,Toyota Auto Body Co Ltd,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
D67447,4295907569,PMFG Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,5000058400,Volvo Group Finance Europe BV,['str_004_asec'],,[],[]
,4295914215,Mercury Commercial Electronics Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
R61879,4296523431,Sempra Energy Employee Stock Ownership Plan and Trust,['str_004_asec'],,[],[]
,4296121124,Adecco Financial Services (Bermuda) Ltd,"['str_001_s', 'str_004_asec', 'scs_002_ec']",,[],[]
,4297077950,PCCW Capital No 3 Ltd,['scs_002_ec'],,[],[]
,4296906046,Cnooc Finance 2002 Ltd,"['str_004_asec', 'scs_002_ec']",,[],[]
R78724,4295863429,Quinenco SA,"['str_002_ec', 'str_004_asec']",,[],[]
R59934,4296754157,PPL Capital Funding Inc,"['str_004_asec', 'scs_002_ec']",,[],[]
R67589,5000018635,Folkestone And District Water Co,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
D21445,5000056062,Nantucket Parent LLC,"['str_001_s', 'str_006_sec']","{'str_001_s': 'OK', 'str_006_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
,5000631101,Cheung Kong Finance Japan Ltd,"['str_004_asec', 'scs_002_ec']",,[],[]
R56358,5000615998,TCI Communications Financing I,['scs_002_ec'],,[],[]
R49528,4295909190,Big B Inc,"['str_004_asec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'str_sfdr8_aec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R52203,4296480775,Gulf Power Capital Trust I,"['str_004_asec', 'scs_002_ec']",,[],[]
C90025,4297561247,Naturgy Capital Markets SA,"['str_002_ec', 'str_005_ec', 'scs_002_ec']","{'str_002_ec': 'OK', 'str_005_ec': 'OK', 'cs_003_sec': 'OK'}",[],[]
,4295866648,Guyenne Et Gascogne SA,"['str_002_ec', 'str_005_ec']",,[],[]
,4296573110,Hudson United Bank,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec', 'scs_001_sec']",,[],[]
,5035096062,Vitality Re II Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
R70785,4296393510,Consumers Energy Company Financing IV,['scs_002_ec'],,[],[]
R57038,4296137749,WEC Capital Trust I,['scs_002_ec'],,[],[]
,4295877719,Toyota Motor East Japan Inc,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
R55054,4296491203,Phillips 66 Capital I,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4295867721,Solfinea SA,['scs_001_sec'],,[],[]
,4296362821,AES Trust VII,['scs_002_ec'],,[],[]
G07081,5036767621,Golden Assets International Finance Ltd,['scs_002_ec'],,[],[]
R59614,4296461443,Arvin Capital I,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
D94879,5000599096,Lonza Swiss Finanz AG,['str_005_ec'],,[],[]
,5000587150,GE Capital Sukuk Ltd,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec', 'scs_002_ec']",,[],[]
,5000063051,Telex Communications Holdings Inc,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,4296393576,Terra Ventures Inc,['scs_001_sec'],,[],[]
D29883,4297839754,Ambev International Finance Co Ltd,"['str_002_ec', 'str_005_ec']",,[],[]
R52497,4295910255,Hook-Superx LLC,"['str_004_asec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'str_sfdr8_aec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4296398566,Duke Capital Financing Trust I,"['str_004_asec', 'scs_002_ec']",,[],[]
R73047,4296407885,DTE Energy Trust I,['scs_002_ec'],,[],[]
,5000058644,Gulf Power Capital Trust IV,"['str_004_asec', 'scs_002_ec']",,[],[]
,5000047258,Cooper Industries Finance BV,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4296260362,Mgm Grand Hotel Finance Corp,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
C15049,4296259450,Altadis Emisiones Financieras SA,"['str_001_s', 'str_002_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,5037968408,HellermannTyton Finance PLC,"['str_004_asec', 'scs_001_sec']",,[],[]
,5037999148,Shanghai Jinshan Urban Construction Investment Co Ltd,['str_001_s'],,[],[]
,4295866795,Ducros Services Rapides SA,"['str_004_asec', 'scs_001_sec']",,[],[]
R51053,4296310164,Duke Capital Financing Trust III,"['str_004_asec', 'scs_002_ec']",,[],[]
,4297090651,Cnooc Finance (2004) Ltd,"['str_004_asec', 'scs_002_ec']",,[],[]
,4295908985,PureDepth Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295867974,Keyyo SA,"['str_004_asec', 'scs_001_sec']",,[],[]
,5034758114,Hathor Exploration Ltd,['scs_001_sec'],,[],[]
,4296530944,Southern Company Capital Trust II,['scs_001_sec'],,[],[]
,4296547024,Bertelsmann US Finance LLC,['scs_002_ec'],,[],[]
D37021,5000089730,Origin Energy Contact Finance No.2 Ltd,"['scs_001_sec', 'scs_002_ec']","{'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,5001218497,Girindus AG iL,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295898858,Umeco Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
R28284,5000044591,MISC Capital L Ltd,['str_004_asec'],,[],[]
,4296095173,BA-CA Finance (Cayman) (2) Ltd,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
,4297725243,Givaudan Nederland Finance BV,['str_005_ec'],,[],[]
,4295889395,Grupo Dragados SA,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295885694,Wintershall Dea Norge AS,['scs_002_ec'],,[],[]
,4296555095,Tatneft Finance PLC,['scs_002_ec'],,[],[]
D80151,4296568818,TD Auto Finance LLC,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec', 'scs_001_sec']","{'str_001_s': 'FLAG', 'str_003_ec': 'FLAG', 'str_004_asec': 'FLAG', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'FLAG', 'str_sfdr8_aec': 'FLAG', 'scs_001_sec': 'FLAG', 'cs_003_sec': 'OK', 'scs_002_ec': 'FLAG'}",[],[]
,5035172012,Telenet Finance IV Luxembourg SCA,['scs_002_ec'],,[],[]
C70867,4295909167,Morgans Hotel Group Co LLC,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4297606186,Medco CB Finance BV,"['str_004_asec', 'scs_002_ec']",,[],[]
,4296752862,Southern Company Services Inc,['scs_001_sec'],,[],[]
R75580,4296415949,Southern Company Capital Trust Vi,['scs_001_sec'],{'scs_001_sec': 'OK'},[],[]
,4295866741,Compagnie Parisienne de Chauffage Urbain SA,['scs_002_ec'],,[],[]
H36270,5040266279,Natixis Loan Funding SAS,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
,4297815692,CITIC Resources Finance (2007) Ltd,"['str_001_s', 'str_006_sec', 'scs_001_sec']",,[],[]
R61017,4297017949,Phillips 66 Capital II,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
R20727,4295131181,Atlantic Broadband Finance LLC,['scs_002_ec'],,[],[]
,5037947633,ABB Finance (Australia) Pty Ltd,['str_006_sec'],,[],[]
G73703,5043323787,NextDecade Corp,['scs_001_sec'],,[],[]
C74870,4297592195,GTL Trade Finance Inc,['str_004_asec'],,"['LXMS0660', 'str_006_sec']",[]
G85840,5044027731,VCL Master Residual Value Compartment 1 SA,"['str_001_s', 'str_004_asec']","{'str_001_s': 'OK', 'str_002_ec': 'EXCLUDED', 'str_003_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'EXCLUDED', 'cs_003_sec': 'EXCLUDED'}",[],[]
,5000608918,Ge Capital Canada Retailer Financial Services Co,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
G55684,5042386726,Motor Oil Finance PLC,['str_004_asec'],,[],[]
,4297011384,Couche Tard Financing Corp,['str_004_asec'],,[],[]
I67849,5063310814,OCC Cables Ltd,['str_001_s'],,[],[]
R39283,4295905385,Aml Communications Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
D31510,4295865010,Shenzhen Heungkong Holding Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,5000614167,PCCW Capital No 2 Ltd,['scs_002_ec'],,[],[]
,4296540394,Intertek Finance PLC,['str_006_sec'],,[],[]
,5001432225,Telemovil Finance Co Ltd,['scs_002_ec'],,[],[]
,4295915553,Fnb Financial Corp,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4296715296,XL Capital Finance (Europe) PLC,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']",,[],[]
D30530,4295865447,Beijing Jingneng Power Co Ltd,['scs_001_sec'],,[],[]
C93191,4295899538,Solta Medical Inc,['str_001_s'],,[],[]
,4297647341,Cheung Kong Bond Finance Ltd,"['str_004_asec', 'scs_002_ec']",,[],[]
R72546,4296529891,Gulf Power Capital Trust Iii,"['str_004_asec', 'scs_002_ec']",,[],[]
,4296665790,CVRD Finance Ltd,['str_004_asec'],,[],[]
R51385,4296477124,Equitable Resources Capital Trust I,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4296537664,Philip Morris Capital Corp,"['str_001_s', 'str_002_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4295880324,Shiomi Holdings Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
R65905,4296466206,Ladbrokes Group Finance PLC,"['str_002_ec', 'str_005_ec', 'scs_002_ec']",,[],[]
R59853,4296615159,TCI Communications Financing III,['scs_002_ec'],,[],[]
,5000257185,Rhg Finance Corp,"['str_002_ec', 'str_005_ec']",,[],[]
,4296717545,Centura Capital Trust I,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']",,[],[]
R53777,4295907093,Maverick Tube Corp,['scs_001_sec'],"{'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
,4295880270,Takasago Marusei Engineering Service Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
,4296540351,Rank Group Finance PLC,"['str_004_asec', 'scs_001_sec']",,[],[]
R54658,4295914444,Onsite Energy Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
R41304,4295904522,Met-Pro Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
R59660,4296362766,Semco Capital Trust I,['str_004_asec'],,[],[]
,4297016195,Teva Pharmaceutical Finance II LLC,"['str_002_ec', 'str_005_ec']",,[],[]
,4295884498,Holcim Maroc SA,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,5000041674,Coles Group Finance Ltd,['str_004_asec'],,[],[]
R62364,4296134512,Lomak Financing Trust,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
R28750,5000004273,Union Fenosa Financial Services USA LLC,"['str_002_ec', 'str_005_ec', 'scs_002_ec']","{'str_002_ec': 'OK', 'str_005_ec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4297957730,South Manganese Group Ltd,['str_001_s'],,[],[]
,4296783358,Mobil Australia Finance Company Inc,"['scs_001_sec', 'scs_002_ec']",,[],[]
,4296742763,TosCo Trust No 2000 E,"['str_004_asec', 'scs_001_sec', 'scs_002_ec']",,[],[]
,4295890075,Din Bostad Sverige AB,"['str_004_asec', 'scs_001_sec']",,[],[]
D22016,4295894440,GW Pharmaceuticals Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
H10675,5045916449,Sotera Health Holdings LLC,"['str_004_asec', 'scs_001_sec']",,[],[]
C13943,4298466171,Pfizer Investment Capital Unlimited Co,"['str_002_ec', 'str_005_ec']",,[],[]
,4297839155,Engie Solar SAS,['scs_001_sec'],,[],[]
,5037086823,China Nuclear Industry Huaxing Construction Co Ltd,['str_001_s'],,[],[]
,5000038992,News Cayman Finance Ltd,['scs_002_ec'],,[],[]
,4295905327,Wellman Inc,"['str_001_s', 'str_006_sec', 'scs_001_sec']",,[],[]
R57023,4295915385,T-Mobile USA Inc,['scs_002_ec'],"{'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}","['FIG01998', 'str_sfdr8_aec', 'FIG02787', 'str_002_ec', 'LXMS0020', 'str_sfdr8_aec', 'LXMS0360', 'str_sfdr8_aec', 'LXMS0360', 'str_sfdr8_aec', 'LXMS0360', 'str_sfdr8_aec', 'LXMS0360', 'str_sfdr8_aec', 'LXMS0580', 'str_sfdr8_aec', 'PFIT0605', 'str_sfdr8_aec', 'PFS00001', 'str_sfdr8_aec', 'PFS00059', 'str_sfdr8_aec']",[]
,5000681437,Global Ip Solutions Gips Holding AB,"['str_004_asec', 'scs_001_sec']",,[],[]
064057,5000001034,Bank of New York Mellon Corp,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']","{'str_001_s': 'OK', 'str_002_ec': 'OK', 'str_003_ec': 'OK', 'str_003b_ec': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4295874501,Summitplast PT,['str_001_s'],,[],[]
,4295872410,Bajaj Hindusthan Sugar and Industries Ltd,['str_001_s'],,[],[]
,4295879987,NS Environmental Science Consultant Corp,['str_001_s'],,[],[]
R55429,4295903244,Reckson Associates Realty Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295901479,Hydril Co,['scs_001_sec'],,[],[]
D23786,4295902958,Highbury Financial Inc,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
G17097,5038078881,HellermannTyton Group PLC,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'scs_001_sec', 'scs_002_ec']","{'str_001_s': 'OK', 'str_002_ec': 'OK', 'str_003_ec': 'OK', 'str_003b_ec': 'OK', 'str_004_asec': 'OK', 'str_005_ec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'EXCLUDED'}",[],[]
,4296920198,Reliant Technologies Inc,['str_001_s'],,[],[]
R66416,4295895443,Merchants Trust PLC,"['str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
865613,5000000997,Sumitomo Corp,"['str_005_ec', 'str_006_sec', 'scs_001_sec']",,[],[]
I59984,5060605710,John Deere Financial India Pvt Ltd,['str_006_sec'],,[],[]
D58126,4295858163,AIC Mines Ltd,['str_004_asec'],,[],[]
D67767,4295882728,Tuksu Engineering & Construction Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
665895,4295907415,Northern Trust Corp,"['str_001_s', 'str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_002_ec']","{'str_001_s': 'OK', 'str_002_ec': 'OK', 'str_003_ec': 'OK', 'str_003b_ec': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'cs_003_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
,4295894938,Govett Strategic Investment Trust PLC,"['str_004_asec', 'scs_001_sec']",,[],[]
,4296668470,Mei Euro Finance Ltd,"['str_004_asec', 'scs_002_ec']",,[],[]
G68406,5000695326,Shandong Longda Meishi Co Ltd,"['str_004_asec', 'scs_001_sec']",,[],[]
J19684,5073166817,Atlas Corp,"['str_002_ec', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_005_ec', 'str_006_sec', 'scs_001_sec']",,[],[]
G05254,5037819440,Borregaard ASA,"['str_004_asec', 'scs_001_sec']",,[],[]
B35351,4295865248,Gemdale Corp,"['str_002_ec', 'str_005_ec']",,[],[]
R73586,4296191642,OP Asuntoluottopankki Oyj,"['str_004_asec', 'scs_001_sec']","{'str_004_asec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
D42420,4298008673,Union Bancaire pour le Commerce et l'Industrie SA,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R22730,5000057336,HanmiGlobal Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
D61628,4298528747,Banco Santander International,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_004_asec': 'OK', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
F61553,4295875049,Israel Land Development Co Ltd,['str_004_asec'],,[],[]
R92987,5000053829,Citigroup Global Markets Australia Pty Ltd,"['str_001_s', 'str_003_ec', 'str_003b_ec', 'str_004_asec', 'str_006_sec', 'scs_001_sec', 'scs_002_ec']","{'str_001_s': 'FLAG', 'str_003_ec': 'FLAG', 'str_003b_ec': 'FLAG', 'str_004_asec': 'FLAG', 'str_006_sec': 'FLAG', 'str_sfdr8_aec': 'FLAG', 'scs_001_sec': 'FLAG', 'cs_003_sec': 'FLAG', 'scs_002_ec': 'FLAG'}",[],[]
J52882,5076690014,PCF Group SA,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
F14414,4297189032,Mushrooms Inc,['str_001_s'],,[],[]
F87987,4295882636,STCube Inc,['str_006_sec'],,[],[]
F88657,4296474169,Kona Gold Beverage Inc,['str_001_s'],,[],[]
G54693,5042273689,China South International Industrial Materials City Shenzhen Co Ltd,['str_006_sec'],,[],[]
J30005,5071075507,Capsave Finance Pvt Ltd,['str_001_s'],,[],[]
F53938,4295857742,Genetic Technologies Ltd,"['str_001_s', 'str_004_asec', 'str_006_sec', 'scs_001_sec']","{'str_001_s': 'OK', 'str_002_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'OK', 'scs_001_sec': 'OK', 'scs_002_ec': 'OK'}",[],[]
R21421,4295884954,Kardan NV,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
,4296846453,Chilquinta Energia Finance Co LLC,['str_004_asec'],,[],[]
F87408,4295941384,Selcuk Gida Endustri Ihracat Ithalat AS,['str_001_s'],,[],[]
D30692,4295864695,China Green Electricity Investment of Tianjin Co Ltd,"['str_004_asec', 'str_006_sec', 'scs_001_sec']",,[],[]
H74003,5034834727,Mek ICS Co Ltd,['str_001_s'],,[],[]
F60610,4295863853,Elion Energy Co Ltd,"['str_006_sec', 'scs_001_sec']",,[],[]
,4297649068,Spartan Delta Corp (Pre-Merger),['scs_002_ec'],,[],[]
R23202,4298008945,BL PharmTech Corp,"['str_004_asec', 'scs_001_sec']",,[],[]
R64256,4295894191,SSE PLC,['str_004_asec'],{'str_004_asec': 'OK'},"['ADM0PSA1', 'scs_002_ec', 'ADM0PSA2', 'scs_002_ec', 'CPE00277', 'str_003b_ec', 'FIG00677', 'str_004_asec', 'FIG01998', 'str_sfdr8_aec', 'FIG01998', 'str_sfdr8_aec', 'FIG02164', 'str_sfdr8_aec', 'FIG02787', 'str_002_ec', 'FIG05240', 'str_004_asec', 'FIG05240', 'str_004_asec', 'FIG05240', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05241', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIG05402', 'str_004_asec', 'FIH01197', 'str_sfdr8_aec', 'FIN00315', 'str_sfdr8_aec', 'FPB01158', 'str_004_asec', 'FPG00776', 'str_sfdr8_aec', 'FPG01072', 'str_001_s', 'LXMS0020', 'str_sfdr8_aec', 'LXMS0040', 'str_sfdr8_aec', 'PFI01549', 'str_sfdr8_aec', 'PFIT0011', 'str_sfdr8_aec', 'PFIT0605', 'str_sfdr8_aec', 'PFIT0605', 'str_sfdr8_aec', 'PFS00001', 'str_sfdr8_aec', 'PFS00002', 'str_sfdr8_aec', 'PFS00059', 'str_sfdr8_aec', 'PFS00059', 'str_sfdr8_aec', 'PFS00365', 'str_sfdr8_aec', 'PFS00365', 'str_sfdr8_aec']",[]
R57031,4295859725,Fibria Celulose S/A,['str_004_asec'],,[],[]
C01548,4295860295,Cosan SA,['str_004_asec'],,[],[]
M24775,5066626796,Dbl Chandikhole Bhadrak Highways Pvt Ltd,['str_001_s'],,[],[]
H16094,5037141869,MiCo BioMed Co Ltd,['str_001_s'],,[],[]
G92237,5044031128,Thumbage Co Ltd,['str_001_s'],,[],[]
D91819,5000588787,OKins Electronics Co Ltd,['str_001_s'],,[],[]
B35286,4295859522,Euronav NV,['str_004_asec'],,[],[]
G41758,5000034874,Amundi SA,"['str_002_ec', 'str_004_asec', 'str_005_ec', 'scs_001_sec', 'scs_002_ec']",,[],[]
I70953,5064606078,Daebo Magnetic Co Ltd,['str_001_s'],,[],[]
H62224,4296217741,Volkswagen do Brasil Industria de Veiculos Automotores Ltda,['str_004_asec'],"{'str_002_ec': 'EXCLUDED', 'str_003_ec': 'EXCLUDED', 'str_004_asec': 'OK', 'str_005_ec': 'EXCLUDED', 'str_006_sec': 'EXCLUDED', 'cs_003_sec': 'EXCLUDED'}",[],[]
,4295880330,Misawa Homes Co Ltd,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_sfdr8_aec']",,[],[]
H04086,5044167023,Zevra Therapeutics Inc,['str_005_ec'],,[],[]
R66835,4296341355,CHS Inc,['str_004_asec'],,[],[]
,5035970827,Valley Forge Scientific Corp,['str_001_s'],,[],[]
,4295860714,Adastra Minerals Inc,"['str_004_asec', 'scs_001_sec']",,[],[]
,4295861375,Crestbrook Forest Industries Ltd,['str_006_sec'],,[],[]
